OBJECTID,SCHOOL_ID,SCHOOLDIST,POLYTYPE,PRIMARYPOL,USERNAME,UPDATE_,EDITED,EACODE,District2,Inst_ID,SchDist,SEDdir_BOC,SEDdir_B_1,SED_CODE_1,POPULAR_NA,INSTPECD,INSTSUBYPE,INSSUBDE,MUNICODE,SDLCODE,ORPTSCOD_1,Shape__Area,Shape__Length
579,581,SCHENECTADY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,421500,SCHENECTADY,8E+11,SCHENECTADY,190,BOCES CAPITAL REGION,5.306E+11,SCHENECTADY CITY SD,16,1,CITY,4.20553E+11,530600,421500,29019949.06,30297.58824
580,582,WATERFORD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,415401,WATERFORD,8E+11,WATERFORD,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,5.22101E+11,WATERFORD-HALFMOON UFSD,16,3,INDEPENDENT UNION FREE,4.10688E+11,522101,415401,19224708.35,24164.36104
581,583,PERRY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,564201,PERRY,8E+11,PERRY,2490,BOCES GENESEE VALLEY,6.71201E+11,PERRY CSD,16,7,INDEPENDENT CENTRAL,5.60665E+11,671201,564201,181025533.3,102031.8069
582,584,WARSAW,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,564801,WARSAW,8E+11,WARSAW,2490,BOCES GENESEE VALLEY,6.71501E+11,WARSAW CSD,16,4,CENTRAL,5.60787E+11,671501,564801,199531892,109651.3269
583,585,GEORGETOWN-S.OTSELIC,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,84401,GRGETWN-SO OTSELIC,8E+11,GRGETWN-SO OTSELIC,1290,BOCES DELAW-CHENANGO-MADISON-OTSEGO,81401040000,GEORGETOWN-SOUTH OTSELIC CSD,16,4,CENTRAL,80762800100,81401,84401,303503992.4,192402.5244
584,586,SOUTHERN CAYUGA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,53001,SOUTHERN CAYUGA,8E+11,SOUTHERN CAYUGA,590,BOCES CAYUGA-ONONDAGA,50701040000,SOUTHERN CAYUGA CSD,16,4,CENTRAL,50732200100,50701,53001,423765852.4,112918.7246
585,587,EAST AURORA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,142401,EAST AURORA,8E+11,EAST AURORA,1492,BOCES ERIE 2-CHAUTAUQUA-CATTARAUGUS,1.40301E+11,EAST AURORA UFSD,16,3,INDEPENDENT UNION FREE,1.40604E+11,140301,142401,83455058.46,58733.47644
586,588,MADISON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,254001,MADISON,8E+11,MADISON,2590,BOCES MADISON-ONEIDA,2.51101E+11,MADISON CSD,16,4,CENTRAL,2.5075E+11,251101,254001,22273.09973,621.1926931
587,589,PAVILION,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,184001,PAVILION,8E+11,PAVILION,2490,BOCES GENESEE VALLEY,1.81201E+11,PAVILION CSD,16,4,CENTRAL,1.80764E+11,181201,184001,10077.77563,421.0063387
588,590,ROMULUS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,453003,ROMULUS,8E+11,ROMULUS,4390,BOCES WAYNE-FINGER LAKES,5.60603E+11,ROMULUS CSD,16,4,CENTRAL,4.50772E+11,560603,453003,229852451.2,78471.19264
589,591,PAVILION,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,184001,PAVILION,8E+11,PAVILION,2490,BOCES GENESEE VALLEY,1.81201E+11,PAVILION CSD,16,4,CENTRAL,1.80764E+11,181201,184001,11413.82739,457.5675545
590,592,BROOKFIELD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,252009,BROOKFIELD,8E+11,BROOKFIELD,4190,BOCES ONEIDA-HERKIMER-MADISON,2.50109E+11,BROOKFIELD CSD,16,4,CENTRAL,2.5071E+11,250109,252009,9986206.167,20967.28292
591,593,MORAVIA,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,54201,MORAVIA,8E+11,MORAVIA,590,BOCES CAYUGA-ONONDAGA,51301040000,MORAVIA CSD,16,4,CENTRAL,50754800100,51301,54201,338173990.8,120768.4677
592,594,FRONTIER,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,144804,FRONTIER,8E+11,FRONTIER,1491,BOCES ERIE 1,1.41604E+11,FRONTIER CSD,16,7,INDEPENDENT CENTRAL,1.40636E+11,141604,144804,62976616.12,64367.22215
593,595,FONDA-FULTONVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,272801,FONDA FULTONVILLE,8E+11,FONDA FULTONVILLE,2090,BOCES HAMILTON-FULTON-MONTGOMERY,2.70601E+11,FONDA-FULTONVILLE CSD,16,4,CENTRAL,2.70733E+11,270601,272801,170858.2622,1812.839382
594,596,HAMILTON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,253201,HAMILTON,8E+11,HAMILTON,2590,BOCES MADISON-ONEIDA,2.50701E+11,HAMILTON CSD,16,4,CENTRAL,2.50736E+11,250701,253201,128926873.2,95396.05002
595,597,GORHAM-MIDDLESEX,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,323201,GORHAM-MIDDLESEX,8E+11,GORHAM-MIDDLESEX,4390,BOCES WAYNE-FINGER LAKES,4.30901E+11,GORHAM-MIDDLESEX CSD (MARCUS WHITMAN,16,7,INDEPENDENT CENTRAL,3.20633E+11,430901,323201,25371.91675,646.6064988
596,598,BRUNSWICK CENTRAL,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,382202,BRUNSWICK CENTRAL,8E+11,BRUNSWICK CENTRAL,4990,BOCES QUESTAR III (R-C-G),4.90202E+11,BRUNSWICK CSD (BRITTONKILL),16,4,CENTRAL,3.8071E+11,490202,382202,182383168.2,111605.482
597,599,NISKAYUNA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,422401,NISKAYUNA,8E+11,NISKAYUNA,190,BOCES CAPITAL REGION,5.30301E+11,NISKAYUNA CSD,16,7,INDEPENDENT CENTRAL,4.20659E+11,530301,422401,54075580.21,57582.52609
598,600,BROOKFIELD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,252009,BROOKFIELD,8E+11,BROOKFIELD,4190,BOCES ONEIDA-HERKIMER-MADISON,2.50109E+11,BROOKFIELD CSD,16,4,CENTRAL,2.5071E+11,250109,252009,140500239.6,98251.56475
599,601,HONEOYE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,324201,HONEOYE,8E+11,HONEOYE,4390,BOCES WAYNE-FINGER LAKES,4.31401E+11,HONEOYE CSD,16,4,CENTRAL,3.20771E+11,431401,324201,230194273.9,101329.3259
600,602,ORCHARD PARK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,146001,ORCHARD PARK,8E+11,ORCHARD PARK,1492,BOCES ERIE 2-CHAUTAUQUA-CATTARAUGUS,1.42301E+11,ORCHARD PARK CSD,16,7,INDEPENDENT CENTRAL,1.40662E+11,142301,146001,128963195.3,76401.50351
601,603,GENESEO,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,242601,GENESEO,8E+11,GENESEO,2490,BOCES GENESEE VALLEY,2.40401E+11,GENESEO CSD,16,4,CENTRAL,2.40732E+11,240401,242601,191634877.6,94552.16227
602,604,CHERRY VLY-SPRINGFLD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,362401,CHERRY VLY-SPRGFLD,8E+11,CHERRY VLY-SPRGFLD,1990,BOCES OTSEGO-DELAW-SCHOHARIE-GREENE,4.72202E+11,CHERRY VALLEY-SPRINGFIELD CSD,16,4,CENTRAL,3.60716E+11,472202,362401,367182330.7,160004.6339
603,605,LACKAWANA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,140900,LACKAWANNA,8E+11,LACKAWANNA,1491,BOCES ERIE 1,1.418E+11,LACKAWANNA CITY SD,16,1,CITY,1.40525E+11,141800,140900,16697986.85,23099.46755
604,606,SCHALMONT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,422801,SCHALMONT,8E+11,SCHALMONT,190,BOCES CAPITAL REGION,5.30501E+11,SCHALMONT CSD,16,7,INDEPENDENT CENTRAL,4.20673E+11,530501,422801,205609422.2,103910.2799
605,607,SCOTIA-GLENVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,422202,SCOTIA GLENVILLE,8E+11,SCOTIA GLENVILLE,190,BOCES CAPITAL REGION,5.30202E+11,SCOTIA-GLENVILLE CSD,16,7,INDEPENDENT CENTRAL,4.20633E+11,530202,422202,5008.11377,291.0594321
606,608,TULLY,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,315402,TULLY,8E+11,TULLY,4290,BOCES ONONDAGA-CORTLAND-MADISON,4.21902E+11,TULLY CSD,16,4,CENTRAL,3.10784E+11,421902,315402,202875243,89265.70463
607,609,FORT PLAIN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,273001,FORT PLAIN,8E+11,FORT PLAIN,2090,BOCES HAMILTON-FULTON-MONTGOMERY,2.70701E+11,FORT PLAIN CSD,16,4,CENTRAL,2.70754E+11,270701,273001,67019.40698,1533.762171
608,610,LIVONIA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,243401,LIVONIA,8E+11,LIVONIA,2490,BOCES GENESEE VALLEY,2.40801E+11,LIVONIA CSD,16,7,INDEPENDENT CENTRAL,2.40648E+11,240801,243401,214546967.9,111741.6179
609,611,IROQUOIS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,144201,IROQUOIS,8E+11,IROQUOIS,1492,BOCES ERIE 2-CHAUTAUQUA-CATTARAUGUS,1.41301E+11,IROQUOIS CSD,16,7,INDEPENDENT CENTRAL,1.40627E+11,141301,144201,206761728.9,95585.92438
610,612,GORHAM-MIDDLESEX,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,323201,GORHAM-MIDDLESEX,8E+11,GORHAM-MIDDLESEX,4390,BOCES WAYNE-FINGER LAKES,4.30901E+11,GORHAM-MIDDLESEX CSD (MARCUS WHITMAN,16,7,INDEPENDENT CENTRAL,3.20633E+11,430901,323201,432682113,151433.5278
611,613,MECHANICVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,411000,MECHANICVILLE,8E+11,MECHANICVILLE,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,5.212E+11,MECHANICVILLE CITY SD,16,6,CITY CENTRAL,4.10529E+11,521200,411000,48698330.33,53096.23207
612,614,WEST SENECA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,146801,WEST SENECA,8E+11,WEST SENECA,1491,BOCES ERIE 1,1.42801E+11,WEST SENECA CSD,16,7,INDEPENDENT CENTRAL,1.4069E+11,142801,146801,60634539.24,47203.20634
613,615,ATTICA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,562201,ATTICA,8E+11,ATTICA,2490,BOCES GENESEE VALLEY,6.70201E+11,ATTICA CSD,16,7,INDEPENDENT CENTRAL,5.60604E+11,670201,562201,384016586.9,146276.203
614,616,GENEVA CITY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,320500,GENEVA,8E+11,GENEVA,4390,BOCES WAYNE-FINGER LAKES,4.307E+11,GENEVA CITY SD,16,1,CITY,3.20515E+11,430700,320500,109117664.6,68954.24306
615,617,SAUQUOIT VALLEY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,305002,SAUQUOIT VALLEY,8E+11,SAUQUOIT VALLEY,4190,BOCES ONEIDA-HERKIMER-MADISON,4.11603E+11,SAUQUOIT VALLEY CSD,16,4,CENTRAL,3.00764E+11,411603,305002,209238.2092,2192.048936
616,618,RICHFIELD SPRINGS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,365601,RICHFIELD SPRINGS,8E+11,RICHFIELD SPRINGS,2190,BOCES HERK-FULTON-HAMILTON-OTSEGO,4.72001E+11,RICHFIELD SPRINGS CSD,16,4,CENTRAL,3.60771E+11,472001,365601,235448348.8,117295.6915
617,619,SCOTIA-GLENVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,422202,SCOTIA GLENVILLE,8E+11,SCOTIA GLENVILLE,190,BOCES CAPITAL REGION,5.30202E+11,SCOTIA-GLENVILLE CSD,16,7,INDEPENDENT CENTRAL,4.20633E+11,530202,422202,94063995.71,63469.82818
618,621,CANAJOHARIE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,272201,CANAJOHARIE,8E+11,CANAJOHARIE,2090,BOCES HAMILTON-FULTON-MONTGOMERY,2.70301E+11,CANAJOHARIE CSD,16,4,CENTRAL,2.70712E+11,270301,272201,259745163.8,129027.0232
619,622,YORK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,245201,YORK,8E+11,YORK,2490,BOCES GENESEE VALLEY,2.41701E+11,YORK CSD,16,4,CENTRAL,2.40793E+11,241701,245201,173766961.1,100318.2943
620,623,WYOMING,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,563802,WYOMING,8E+11,WYOMING,2490,BOCES GENESEE VALLEY,6.71002E+11,WYOMING CSD,16,4,CENTRAL,5.60753E+11,671002,563802,121785543.6,93319.83866
621,625,CHEEKTOWAGA-SLOAN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,143009,CHEEKTOWAGA,8E+11,CHEEKTOWAGA,1491,BOCES ERIE 1,1.40701E+11,CHEEKTOWAGA CSD,16,7,INDEPENDENT CENTRAL,1.40615E+11,140709,143009,8059702.91,13969.96066
622,626,SHENENDEHOWA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,412402,SHENENDEHOWA,8E+11,SHENENDEHOWA,190,BOCES CAPITAL REGION,5.20302E+11,SHENENDEHOWA CSD,16,7,INDEPENDENT CENTRAL,4.10617E+11,520302,412402,194214552,96686.18826
623,627,CANAJOHARIE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,272201,CANAJOHARIE,8E+11,CANAJOHARIE,2090,BOCES HAMILTON-FULTON-MONTGOMERY,2.70301E+11,CANAJOHARIE CSD,16,4,CENTRAL,2.70712E+11,270301,272201,546597.8184,9415.41099
624,628,HOOSICK VALLEY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,384201,HOOSIC VALLEY,8E+11,HOOSIC VALLEY,4990,BOCES QUESTAR III (R-C-G),4.91401E+11,HOOSIC VALLEY CSD,16,4,CENTRAL,3.80775E+11,491401,384201,117269.7747,1404.759006
625,629,EAST BLOOMFIELD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,322601,EAST BLOOMFIELD,8E+11,EAST BLOOMFIELD,4390,BOCES WAYNE-FINGER LAKES,4.30501E+11,EAST BLOOMFIELD CSD,16,4,CENTRAL,3.20725E+11,430501,322601,173152014.9,104032.1294
626,630,FORT PLAIN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,273001,FORT PLAIN,8E+11,FORT PLAIN,2090,BOCES HAMILTON-FULTON-MONTGOMERY,2.70701E+11,FORT PLAIN CSD,16,4,CENTRAL,2.70754E+11,270701,273001,98186.06494,1416.323288
627,631,HOOSICK VALLEY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,384201,HOOSIC VALLEY,8E+11,HOOSIC VALLEY,4990,BOCES QUESTAR III (R-C-G),4.91401E+11,HOOSIC VALLEY CSD,16,4,CENTRAL,3.80775E+11,491401,384201,189171930.8,91849.74448
628,632,FABIUS-POMPEY,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,313001,FABIUS-POMPEY,8E+11,FABIUS-POMPEY,4290,BOCES ONONDAGA-CORTLAND-MADISON,4.20601E+11,FABIUS-POMPEY CSD,16,4,CENTRAL,3.10728E+11,420601,313001,230477123.3,98722.19732
629,633,DEPEW,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,143007,DEPEW,8E+11,DEPEW,1491,BOCES ERIE 1,1.40707E+11,DEPEW UFSD,16,3,INDEPENDENT UNION FREE,1.40615E+11,140707,143007,13466497.12,20195.63167
630,634,UNION SPRINGS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,55401,UNION SPRINGS,8E+11,UNION SPRINGS,590,BOCES CAYUGA-ONONDAGA,51901040000,UNION SPRINGS CSD,16,4,CENTRAL,50779700100,51901,55401,207565508.1,90509.70361
631,635,CANANDAIGUA CITY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,320200,CANANDAIGUA,8E+11,CANANDAIGUA,4390,BOCES WAYNE-FINGER LAKES,4.303E+11,CANANDAIGUA CITY SD,16,6,CITY CENTRAL,3.20508E+11,430300,320200,224275194.2,115493.2408
632,636,AUBURN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,50100,AUBURN,8E+11,AUBURN,590,BOCES CAYUGA-ONONDAGA,50100010000,AUBURN CITY SD,16,1,CITY,50503000000,50100,50100,96047629.63,60220.20003
633,637,AMSTERDAM,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,270100,AMSTERDAM,8E+11,AMSTERDAM,2090,BOCES HAMILTON-FULTON-MONTGOMERY,2.701E+11,AMSTERDAM CITY SD,16,1,CITY,2.70502E+11,270100,270100,10629.33325,449.6475675
634,638,FORT PLAIN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,273001,FORT PLAIN,8E+11,FORT PLAIN,2090,BOCES HAMILTON-FULTON-MONTGOMERY,2.70701E+11,FORT PLAIN CSD,16,4,CENTRAL,2.70754E+11,270701,273001,17358.59839,868.0473501
635,640,STOCKBRIDGE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,254601,STOCKBRIDGE VALLEY,8E+11,STOCKBRIDGE VALLEY,2590,BOCES MADISON-ONEIDA,2.51501E+11,STOCKBRIDGE VALLEY CSD,16,4,CENTRAL,2.50781E+11,251501,254601,3075.957031,232.6469087
636,641,VAN HORNSVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,215001,VAN HORNSVILLE,8E+11,VAN HORNSVILLE,2190,BOCES HERK-FULTON-HAMILTON-OTSEGO,2.11701E+11,VAN HORNESVILLE-OWEN D YOUNG CSD,16,4,CENTRAL,2.1078E+11,211701,215001,172633819.2,99195.69054
637,642,CHEEKTOWAGA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,143001,CHEEKTOWAGA,8E+11,CHEEKTOWAGA,1491,BOCES ERIE 1,1.40701E+11,CHEEKTOWAGA CSD,16,7,INDEPENDENT CENTRAL,1.40615E+11,140701,143001,26243807.32,28955.43586
638,643,FORT PLAIN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,273001,FORT PLAIN,8E+11,FORT PLAIN,2090,BOCES HAMILTON-FULTON-MONTGOMERY,2.70701E+11,FORT PLAIN CSD,16,4,CENTRAL,2.70754E+11,270701,273001,157382053.9,111120.821
639,644,BURNT HILLS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,412001,BURNT HILLS,8E+11,BURNT HILLS,190,BOCES CAPITAL REGION,5.20101E+11,BURNT HILLS-BALLSTON LAKE CSD,16,7,INDEPENDENT CENTRAL,4.10605E+11,520101,412001,130045603.2,92689.46117
640,645,LA FAYETTE,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,313407,LAFAYETTE,8E+11,LAFAYETTE,4290,BOCES ONONDAGA-CORTLAND-MADISON,4.20807E+11,LAFAYETTE CSD,16,4,CENTRAL,3.10745E+11,420807,313407,116368452.2,60562.89492
641,646,FONDA-FULTONVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,272801,FONDA FULTONVILLE,8E+11,FONDA FULTONVILLE,2090,BOCES HAMILTON-FULTON-MONTGOMERY,2.70601E+11,FONDA-FULTONVILLE CSD,16,4,CENTRAL,2.70733E+11,270601,272801,334717924,146365.7617
642,647,AVON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,242001,AVON,8E+11,AVON,2490,BOCES GENESEE VALLEY,2.40101E+11,AVON CSD,16,4,CENTRAL,2.40705E+11,240101,242001,131409326.2,80156.94056
643,648,AMSTERDAM,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,270100,AMSTERDAM,8E+11,AMSTERDAM,2090,BOCES HAMILTON-FULTON-MONTGOMERY,2.701E+11,AMSTERDAM CITY SD,16,1,CITY,2.70502E+11,270100,270100,207712793.8,126514.0654
644,649,SKANEATELES,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,315001,SKANEATELES,8E+11,SKANEATELES,590,BOCES CAYUGA-ONONDAGA,4.21601E+11,SKANEATELES CSD,16,7,INDEPENDENT CENTRAL,3.10678E+11,421601,315001,200369590.9,111491.7439
645,650,ONONDAGA,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,314201,ONONDAGA,8E+11,ONONDAGA,4290,BOCES ONONDAGA-CORTLAND-MADISON,4.21201E+11,ONONDAGA CSD,16,4,CENTRAL,3.10761E+11,421201,314201,87866601.59,62276.79444
646,651,CHEEKTOWAGA-MARYVALE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,143002,MARYVALE,8E+11,MARYVALE,1491,BOCES ERIE 1,1.40702E+11,CHEEKTOWAGA-MARYVALE UFSD,16,3,INDEPENDENT UNION FREE,1.40615E+11,140702,143002,13625997.6,15036.49378
647,652,MADISON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,254001,MADISON,8E+11,MADISON,2590,BOCES MADISON-ONEIDA,2.51101E+11,MADISON CSD,16,4,CENTRAL,2.5075E+11,251101,254001,13556.02673,483.1855067
648,653,CLEVELAND HILL,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,143003,CLEVELAND HILL,8E+11,CLEVELAND HILL,1491,BOCES ERIE 1,1.40703E+11,CLEVELAND HILL UFSD,16,2,UNION FREE,1.40915E+11,140703,143003,6628204.689,12123.96778
649,654,PAVILION,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,184001,PAVILION,8E+11,PAVILION,2490,BOCES GENESEE VALLEY,1.81201E+11,PAVILION CSD,16,4,CENTRAL,1.80764E+11,181201,184001,199875641.9,95451.25398
650,655,LANCASTER,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,145201,LANCASTER,8E+11,LANCASTER,1491,BOCES ERIE 1,1.41901E+11,LANCASTER CSD,16,7,INDEPENDENT CENTRAL,1.40645E+11,141901,145201,88136044.73,52851.87914
651,656,MOUNT MARKHAM,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,215601,MOUNT MARKHAM,8E+11,MOUNT MARKHAM,2190,BOCES HERK-FULTON-HAMILTON-OTSEGO,2.12001E+11,MOUNT MARKHAM CSD,16,4,CENTRAL,2.10792E+11,212001,215601,360699431.1,155240.015
652,657,CHITTENANGO,DTM ONLY,Y,bitteker,9/1/1995 0:00,NONE,254801,CHITTENANGO,8E+11,CHITTENANGO,4290,BOCES ONONDAGA-CORTLAND-MADISON,2.51601E+11,CHITTENANGO CSD,16,7,INDEPENDENT CENTRAL,2.50682E+11,251601,254801,92008.6825,1636.533338
653,658,ALDEN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,142001,ALDEN,8E+11,ALDEN,1491,BOCES ERIE 1,1.40101E+11,ALDEN CSD,16,7,INDEPENDENT CENTRAL,1.40601E+11,140101,142001,146159634.3,75416.59203
654,659,Central Valley CSD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,212802,MOHAWK,8E+11,Central Valley CSD,2190,BOCES HERK-FULTON-HAMILTON-OTSEGO,2.12101E+11,CENTRAL VALLEY CSD AT ILION-MOHAWK,16,7,INDEPENDENT CENTRAL,2.10733E+11,212101,212803,138046888,82876.32375
655,660,SENECA FALLS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,453201,SENECA FALLS,8E+11,SENECA FALLS,4390,BOCES WAYNE-FINGER LAKES,5.60701E+11,SENECA FALLS CSD,16,7,INDEPENDENT CENTRAL,4.50677E+11,560701,453201,151552624.5,69425.13004
656,661,ALEXANDER,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,182202,ALEXANDER,8E+11,ALEXANDER,2490,BOCES GENESEE VALLEY,1.80202E+11,ALEXANDER CSD,16,4,CENTRAL,1.80701E+11,180202,182202,207007958.2,90484.29403
657,662,WATERVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,305401,WATERVILLE,8E+11,WATERVILLE,4190,BOCES ONEIDA-HERKIMER-MADISON,4.11902E+11,WATERVILLE CSD,16,4,CENTRAL,3.00774E+11,411902,305401,195672775.1,116519.4462
658,663,MORRISVILLE-EATON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,252601,MORRISVILLE EATON,8E+11,MORRISVILLE EATON,2590,BOCES MADISON-ONEIDA,2.50401E+11,MORRISVILLE-EATON CSD,16,4,CENTRAL,2.50725E+11,250401,252601,204283959.7,131205.338
659,664,HOOSICK FALLS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,382801,HOOSICK FALLS,8E+11,HOOSICK FALLS,4990,BOCES QUESTAR III (R-C-G),4.90501E+11,HOOSICK FALLS CSD,16,7,INDEPENDENT CENTRAL,3.8064E+11,490501,382801,240432553.4,103406.0056
660,665,MADISON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,254001,MADISON,8E+11,MADISON,2590,BOCES MADISON-ONEIDA,2.51101E+11,MADISON CSD,16,4,CENTRAL,2.5075E+11,251101,254001,141296866.9,97194.04287
661,666,CAZENOVIA,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,252201,CAZENOVIA,8E+11,CAZENOVIA,4290,BOCES ONONDAGA-CORTLAND-MADISON,2.50201E+11,CAZENOVIA CSD,16,7,INDEPENDENT CENTRAL,2.50614E+11,250201,252201,294738315.5,126816.994
662,667,BUFFALO,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,140200,BUFFALO,8E+11,BUFFALO,1491,BOCES ERIE 1,1.406E+11,BUFFALO CITY SD,16,1,CITY,1.40507E+11,140600,140200,106734269.7,57569.45657
663,668,WATERLOO,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,453801,WATERLOO,8E+11,WATERLOO,4390,BOCES WAYNE-FINGER LAKES,5.61006E+11,WATERLOO CSD,16,7,INDEPENDENT CENTRAL,4.50688E+11,561006,453801,224144824.2,84634.40966
664,669,MARCELLUS,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,314001,MARCELLUS,8E+11,MARCELLUS,4290,BOCES ONONDAGA-CORTLAND-MADISON,4.21101E+11,MARCELLUS CSD,16,7,INDEPENDENT CENTRAL,3.10651E+11,421101,314001,161064002.2,104240.4637
